item_id1,item_id2,result
53085030-TM,57015950-99,1
53031097-OR,57052525-PL,0
53103803-OR,57075782-CG,1
57096026-99,47026305-08,0
53065733-02,53025775-CU,1
57008276-05,47097821-02,0
57017883-69,57015951-30,1
57010282-01,57096020-99,0
53033776-OR,57075911-99,1
57012004-08,57050109-40,0
53083780-99,53025026-99,1
53023714-06,53038815-02,0
57005907-99,57015952-08,1
57040272-99,51080862-99,0
53080809-OR,57015905-32,1
57004047-OR,57030776-99,0
53065769-99,51065031-05,1
53193794-OR,57057700-99,0
53025775-99,57015953-99,1
57050086-99,57040300-OR,0
53080809-OR,53020576-17,1
53060830-OR,53070830-OR,0
53020726-99,57008632-99,1
53003778-OR,57002539-OR,0
57050181-02,47085837-05,1
57040170-99,53090511-CU,0
57010037-05,57056022-99,1
53050829-OR,53000625-99,0
57015961-02,57062506-01,1
57043266-05,53035014-99,0
57002512-99,57001104-52,1
57010037-99,47047132-85,0
57095964-99,57014426-CU,1
51005758-30,57054422-99,0
57010046-99,57050184-01,1
53051011-PL,57012509-99,0
57050230-01,57040291-TM,1
51070902-02,57063262-99,0
57024405-TN,57015966-99,1
47065916-99,53015714-49,0
57010275-OR,57001097-99,1
57025984-43,57040454-81,0
57040251-02,57034008-05,1
57022520-99,53060518-02,0
57004787-07,57015967-30,1
57095923-CU,57020352-52,0
57010046-99,57050184-01,1
53103803-OR,57084388-99,0
57050230-01,57040291-TM,1
57050471-05,51043741-02,0
57024405-TN,57015968-43,1
57050294-OR,57050294-OR,0
57050181-02,57050086-99,1
57005935-OR,43025786-OR,0
57043797-99,57051087-TM,1
53021098-OR,53060802-37,0
57050230-99,57015968-65,1
53073716-56,57002884-TN,0
57023725-09,57050554-30,1
57087687-94,57006707-99,0
57010282-01,57044409-TO,1
47001195-99,53080809-OR,0
57010040-99,57015968-99,1
47046706-CU,53033778-50,0
57056013-92,57004052-PL,1
51023026-08,57075936-99,0
57083797-99,57035965-35,1
57040172-99,53073755-79,0
57056013-92,57004052-PL,1
57025925-30,57043797-99,0
57083797-99,57035965-35,1
57054422-08,57050341-TM,0
57056013-92,57001004-99,1
53083725-01,57093812-30,0
57083797-99,57035965-35,1
57094781-99,53080716-OR,0
57095798-35,57024031-OR,1
57023805-99,53095764-37,0
57004782-CU,57023805-35,1
57025801-05,57037879-OR,0
57065794-99,57015974-99,1
53095742-92,53005739-99,0
57050294-OR,57034038-94,1
57030033-08,57077742-76,0
57005809-35,57062506-01,1
57007704-99,57002516-99,0
57015975-78,57066026-99,1
51043731-99,57004046-OR,0
57063803-02,57036020-DI,1
57054406-99,57066026-99,0
57006718-08,57015976-99,1
53041130-99,57057717-OR,0
57041501-30,57015996-09,1
53040578-01,53090511-CU,0
57023725-09,57050554-30,1
57023775-06,53050831-OR,0
57010282-01,57044409-TO,1
43073762-01,57063819-02,0
57050181-02,57050086-99,1
57035944-15,57040365-99,0
57051087-TM,57050230-99,1
57050294-PL,51040837-02,0
57004781-99,57015981-01,1
53110680-99,57010275-OR,0
57084388-78,57095786-05,1
57094411-30,57002881-TU,0
57040376-OR,57004051-OR,1
53093047-99,43025786-OR,0
57046024-08,57015982-78,1
57030449-52,57014041-OR,0
57050336-OR,57000377-OR,1
53080828-OR,53095770-01,0
57050294-OR,57036012-99,1
53080809-OR,53085739-94,0
57021035-CU,47091248-31,1
57084770-03,53003758-81,0
57025806-30,57086003-PL,1
57010282-01,47005943-01,0
57034038-94,57026009-30,1
53013757-OR,57055144-PL,0
57025806-30,57006017-OR,1
57012509-99,53090883-02,0
57035986-30,57026009-30,1
57092893-PL,57035795-35,0
57040274-PL,57010612-99,1
57086713-92,57041182-01,0
57083809-99,57022510-99,1
57031180-01,47064425-99,0
57084388-99,57002522-99,1
57014406-BL,57053800-99,0
57083809-99,57014034-43,1
57057747-PL,53083780-99,0
57050230-99,57015992-99,1
53030691-OR,53093787-OR,0
57084028-OR,57004438-05,1
43047758-05,57012896-84,0
57046024-08,57016007-OR,1
57063816-99,53055753-91,0
57040278-99,57012518-99,1
57020047-99,53021098-OR,0
57020039-TC,57032880-05,1
53063752-99,67050070-OR,0
57022511-PL,57014425-PL,1
53093739-99,51083792-15,0
57003824-TM,57014036-PL,1
57024032-OR,57055981-08,0
57010042-05,57065987-99,1
57055144-PL,57048273-01,0
57085801-99,57005808-83,1
53081146-30,57055810-05,0
57016018-35,57021035-CU,1
57092512-99,53080809-OR,0
57004052-PL,57005815-81,1
57037879-OR,57038630-52,0
57016018-81,57065149-02,1
57005977-TO,53005769-05,0
57096020-99,57012509-99,1
57075782-77,57094419-32,0
57016021-PL,57016019-92,1
57014425-PL,57064001-TM,0
57085801-99,57076024-99,1
57053799-43,57014045-PL,0
57035803-94,57065799-94,1
47074758-99,53050591-GM,0
57016021-PL,57096026-99,1
53033766-OR,53030570-02,0
57046016-05,57076024-99,1
57073802-99,53010582-TM,0
57066000-09,57005813-09,1
47005922-CU,57002522-99,0
57096020-99,57095991-43,1
53067658-08,57068266-94,0
57095804-99,57025801-05,1
57050184-01,57014771-05,0
57016024-08,57056023-05,1
57064429-02,53000626-99,0
57076316-CU,57066011-99,1
57000033-01,57050184-01,0
57050271-OR,57040376-OR,1
57050491-PL,53095779-30,0
57002512-99,57002514-02,1
53050548-99,53083024-07,0
57056013-92,57012509-99,1
57035148-01,57041000-PL,0
57086313-95,57016028-91,1
53080920-99,57010037-05,0
57084388-99,57040156-99,1
57050336-PL,43007785-05,0
57005803-05,57094432-30,1
53080828-OR,57024421-99,0
57004788-99,57094419-32,1
43025015-02,53050624-01,0
57076019-99,57005809-35,1
57040251-02,47046706-CU,0
57010260-05,57016029-99,1
53023736-05,51043029-56,0
57024421-99,57004052-OR,1
51055028-43,57001503-02,0
57083795-99,57074023-99,1
57037879-OR,57037879-OR,0
57016031-05,57066025-94,1
53060511-08,57035803-94,0
57040158-99,57081168-OR,1
57050068-32,53020589-99,0
57043797-99,57016031-05,1
53080920-99,53000642-TG,0
57014425-PL,57094431-DI,1
53031097-OR,57006718-08,0
57085134-99,57085809-52,1
57024775-01,57075781-99,0
53073754-OR,53065769-99,1
53080809-OR,57040459-99,0
53015777-99,53015758-05,1
53040578-01,53071140-23,0
57006704-32,53025775-99,1
57010037-99,53063699-99,0
53033775-OR,57016305-15,1
57000273-OR,51015740-99,0
53080809-OR,53043037-OR,1
53013788-99,53055714-94,0
53000755-30,57016305-37,1
57020012-01,57075781-99,0
57047881-OR,53005760-92,1
47017120-05,53033037-02,0
53025778-99,57006706-99,1
57023805-05,57086003-PL,0
53021059-08,53075779-99,1
57005802-09,57050311-07,0
57047881-OR,53043776-92,1
57037879-OR,57038274-01,0
51053732-99,51063787-01,1
53060637-30,57007896-09,0
57016704-15,57005930-OR,1
57042506-32,57083811-37,0
57056013-92,57085800-01,1
57047881-OR,47054026-OR,0
57016021-PL,57016715-99,1
57040251-02,53073748-91,0
57066031-92,57085801-99,1
57010474-01,67020576-99,0
57040376-OR,57030776-99,1
53005771-94,53040578-01,0
57086003-PL,57026009-30,1
53040593-08,57043818-56,0
57002512-99,57063262-99,1
53071044-99,57061171-05,0
57026006-OR,57016717-43,1
53020686-TM,57050294-PL,0
57002512-99,57050336-PL,1
53003778-OR,43060860-03,0
57031178-99,57016718-70,1
53030594-08,57037882-90,0
57050094-80,57040365-99,1
53050585-02,57040156-02,0
57030776-99,57092881-99,1
53050635-99,47097817-99,0
57029404-02,57016729-CU,1
43025786-OR,57020434-70,0
57092003-CU,57096728-CU,1
37010741-37,57000405-43,0
53031097-OR,51015740-99,1
51070817-02,57040274-OR,0
57047881-OR,53075776-CG,1
67010055-PL,57083795-99,0
53003752-37,53073757-99,1
53023736-TN,57002518-99,0
57017105-99,57057888-43,1
51071123-01,53053793-OR,0
53080809-OR,57006707-99,1
47085848-TM,57085941-32,0
53043775-99,57017112-70,1
43060860-03,57085953-35,0
53020884-01,57017113-99,1
53040712-OR,57005939-OR,0
57026006-OR,57056004-OR,1
47085837-05,57010255-01,0
47091248-31,57017123-02,1
57036004-OR,57064424-PL,0
53080809-OR,53000674-99,1
57036011-99,57010282-01,0
53070521-99,57017550-99,1
51030705-05,57002517-50,0
53081158-OR,53033776-OR,1
53021099-OR,57020047-99,0
53065024-30,57005553-43,1
43025786-OR,57072508-31,0
53043747-99,53043775-99,1
53003781-OR,53055717-99,0
53005753-69,53073726-OR,1
57092512-99,53060830-OR,0
53021098-OR,67090588-99,1
57002513-99,57000287-01,0
57027691-TO,53010945-99,1
57086003-OR,47005851-OR,0
53021059-08,53023762-99,1
57074037-98,57086003-OR,0
53003778-OR,57065943-99,1
57020047-99,37010684-99,0
53073754-OR,53021098-OR,1
53003766-OR,53090511-CU,0
53030680-99,57006706-99,1
53093027-20,57030260-83,0
53095770-01,53055714-06,1
57000418-11,53050682-70,0
57065921-30,57037879-OR,1
53003751-99,57056023-05,0
57007648-06,57017689-09,1
53025032-05,57044763-17,0
53030691-OR,53095770-01,1
53003751-99,57010290-TN,0
51013791-02,53075713-06,1
47074023-01,53003723-49,0
53090646-99,57017689-43,1
43003754-OR,57089089-99,0
53030691-OR,53065769-99,1
57045924-99,53065762-05,0
53013792-99,53005774-99,1
53073728-99,43003754-OR,0
57006707-99,53055714-94,1
57055810-05,57094385-99,0
53041096-OR,57017690-56,1
57004786-99,67000502-99,0
53087684-32,53013751-OR,1
57040042-PL,57050294-PL,0
57037879-OR,57017691-99,1
57007587-99,57045907-99,0
53055714-99,57095923-99,1
57096026-99,57010601-99,0
57037879-OR,57047651-99,1
57050271-OR,57026009-30,0
53093047-99,57047881-OR,1
57050271-OR,57069076-TO,0
53085759-01,53025778-99,1
53080809-OR,53050961-11,0
57006705-99,57005937-OR,1
57018258-02,53033776-OR,0
51065748-30,53005745-96,1
53063757-50,53090511-CU,0
53021099-OR,51013728-30,1
57002514-99,57010252-99,0
53013788-99,57017699-08,1
57062508-08,57014425-PL,0
53103803-OR,53095770-01,1
57002516-99,53033776-OR,0
51095024-30,53010582-02,1
57050321-99,47078255-99,0
53050625-99,57017699-15,1
57075911-99,57050294-OR,0
53103803-OR,57006705-99,1
47064425-99,57019122-43,0
53065751-99,53015780-99,1
53050831-OR,51021143-20,0
57002885-99,57007764-99,1
53093047-99,53081057-99,0
57017714-99,57057756-02,1
51023026-08,57054407-99,0
57002513-99,57050336-PL,1
57007587-99,57040071-08,0
57031178-02,57050230-01,1
57075978-99,57005937-OR,0
57017718-08,57027718-08,1
57010006-CU,57040312-05,0
57041178-OR,57055147-99,1
57040377-70,57037730-35,0
57004440-14,57017719-05,1
57063802-99,57026711-99,0
57020047-99,57050336-PL,1
57052880-84,57000439-43,0
57065149-99,57017719-43,1
57002536-OR,57094406-43,0
57055147-99,57004052-OR,1
53093739-99,57025976-99,0
57040156-99,57030409-99,1
53000586-TC,51065748-30,0
57002513-99,57050336-PL,1
53030666-26,47001041-10,0
57063262-99,57017721-05,1
53135025-99,57020043-52,0
57002513-99,57034423-99,1
57042520-08,57043797-99,0
57017721-99,57057720-99,1
53031097-OR,57035795-35,0
57006017-OR,57066011-99,1
53003761-OR,57040161-TC,0
57064028-99,57017725-05,1
57037754-50,53030670-99,0
57097712-09,57075961-30,1
57027691-TO,57050230-99,0
57010241-01,57037903-99,1
53050887-76,57009126-05,0
57036020-DI,57006017-OR,1
57077740-92,57050294-OR,0
57066011-99,57086712-99,1
57004788-99,53080809-OR,0
57015800-99,57017725-56,1
53091158-OR,57016019-92,0
57056013-92,57056004-OR,1
57010260-05,53015024-05,0
57094394-09,57015802-30,1
53020607-07,57063811-99,0
57042511-99,57095991-43,1
53090827-OR,53033776-OR,0
57066021-99,57017726-91,1
51000640-37,57040579-32,0
57020047-99,57030409-99,1
57047903-99,57007741-05,0
57065149-99,57092523-PL,1
57050252-99,53135025-99,0
57001503-80,57096026-99,1
57045800-94,57002533-PL,0
57094431-DI,57094432-30,1
53033772-08,53080828-OR,0
57066021-99,57087735-CG,1
53090544-05,53023770-04,0
57064028-99,57017728-05,1
57087702-99,57047717-OR,0
57056013-92,57063803-02,1
57095989-17,53025751-05,0
57036020-DI,57004434-CU,1
57083261-99,57089088-56,0
57093721-09,57017728-50,1
57005804-99,57034402-56,0
57034423-99,57056013-92,1
53030691-OR,53055711-17,0
57024031-OR,57085795-92,1
57085809-52,47037841-52,0
57002521-99,57026006-PL,1
57050294-OR,57096026-99,0
57017729-95,57099219-99,1
57062510-02,57005933-OR,0
57072508-31,57064028-09,1
67020576-99,57010603-99,0
57085975-09,57014404-06,1
57024034-PL,57048279-99,0
57025140-TO,57017746-43,1
57030258-02,53040578-01,0
57072508-31,57064028-09,1
57082889-PL,53065776-99,0
57085975-09,57014404-06,1
41085034-28,67050574-30,0
57025140-TO,57017747-30,1
57028639-82,53083025-02,0
57040365-99,57000365-99,1
47050031-99,53000892-81,0
57003777-02,57085953-35,1
53015714-99,53043037-OR,0
57015974-99,57017748-99,1
57093814-99,57055147-99,0
57094385-99,57094033-PL,1
41055822-08,53013749-99,0
57014036-PL,57017755-99,1
57057737-52,57014041-OR,0
57000276-PL,57094385-99,1
57072889-PL,43090723-OR,0
57014778-99,57027713-99,1
43045788-28,47040358-OR,0
57017756-99,57052525-PL,1
53033761-99,57057717-OR,0
57086003-PL,57066716-94,1
57095919-61,57066031-92,0
57066008-92,57092523-PL,1
57086017-92,57040376-OR,0
57024421-99,57085808-56,1
57004055-OR,53020585-02,0
57017758-52,57087731-96,1
53090511-CU,47055950-PL,0
57097749-99,57097751-99,1
53071096-OR,57044432-02,0
57010601-99,57055138-99,1
57043821-79,57010718-52,0
57085971-99,57015800-99,1
43003753-OR,57054407-99,0
57050294-OR,57096026-99,1
53093739-99,57020047-99,0
57055958-DI,57065149-02,1
57050230-01,57050322-68,0
57010255-01,57017760-05,1
57074036-08,57003777-02,0
57040598-99,57050294-PL,1
57032509-99,43077762-01,0
57004433-99,57017761-99,1
51013791-02,53050632-08,0
57067757-99,57056013-70,1
43065758-07,43063738-46,0
57006707-99,53021098-OR,1
53065769-99,57095142-99,0
57017893-05,57017877-70,1
57022513-30,53080868-50,0
53080809-OR,51015740-99,1
47037825-CU,57064007-85,0
57007587-99,53040723-99,1
57050102-99,57055921-02,0
51005038-02,57017880-32,1
57040274-OR,57044781-TO,0
53023736-TN,53023759-32,1
57005133-99,57007703-05,0
57006704-32,51085025-90,1
53021059-08,53091158-OR,0
57035910-07,57045915-05,1
51095024-30,57006707-99,0
53003781-OR,53083770-99,1
57050294-OR,53070830-OR,0
53093722-99,57017882-99,1
57000265-52,57075781-99,0
53015777-99,53063786-99,1
51070902-99,47075849-32,0
57075782-77,51063787-01,1
57032880-05,57065939-99,0
57038255-30,57007703-43,1
53005748-32,57050248-99,0
53065769-99,51043741-99,1
53033778-50,57047718-05,0
53013792-99,53055731-09,1
57017891-05,57050252-99,0
53060682-99,53073754-OR,1
67050277-99,57084028-OR,0
53065769-99,53003723-99,1
57014432-01,57050077-99,0
53055714-99,57017886-OR,1
47015857-OR,57096026-99,0
53013773-99,53013769-99,1
57006709-06,57066011-99,0
53030691-OR,53031097-OR,1
53021099-OR,57040079-08,0
53063786-99,53055714-99,1
47035844-02,57077761-92,0
53055727-99,57045915-05,1
57065939-02,43003754-OR,0
57035910-43,57047651-99,1
57001004-99,53080794-99,0
53095770-52,53023772-99,1
57007653-30,57062508-08,0
53020885-05,57017889-95,1
57074417-99,57072509-99,0
53031097-OR,51015735-01,1
57095142-99,47037825-CU,0
57065943-99,53010945-99,1
57004440-14,57056022-99,0
53083780-99,57037879-OR,1
57092881-99,57063262-02,0
57017891-05,57057700-99,1
57065943-99,57084388-99,0
53061096-OR,53067683-16,1
57050230-99,57084028-OR,0
57007877-16,57077655-37,1
57065972-09,53083780-99,0
53080809-OR,51013791-02,1
57050271-OR,57040166-99,0
53087684-32,53013766-CU,1
57005952-PL,53075713-06,0
57017892-92,57097881-OR,1
53080528-28,57009128-99,0
53103803-OR,53063765-99,1
57050336-OR,67040262-01,0
51033705-99,51073785-99,1
51053704-92,57025807-02,0
53020726-99,53063778-43,1
53030691-OR,47055956-OR,0
53003761-OR,57017893-05,1
57075781-99,53035018-08,0
53080809-OR,51053704-99,1
53030691-OR,57002513-99,0
57006704-32,57035939-DO,1
53043037-OR,57017877-99,0
57047881-OR,53075025-05,1
57087758-70,57012896-84,0
57034381-33,57007587-99,1
57063820-70,57042509-99,0
51063787-01,57057700-99,1
53080544-05,57072508-31,0
57005926-OR,57017895-06,1
57014424-99,53093032-02,0
57076706-99,57027882-90,1
57055144-PL,53080809-OR,0
57065784-02,53023736-05,1
57086712-99,53021099-OR,0
53055714-99,53003761-OR,1
57074407-68,57005952-PL,0
57047881-OR,57064001-02,1
57040079-08,57076000-09,0
57037651-77,53015714-05,1
51023052-99,53080809-OR,0
53030691-OR,53065769-99,1
37010684-99,57040297-99,0
53005761-92,57067893-99,1
57075982-99,53021099-OR,0
53021099-OR,57064001-TM,1
57020434-70,53023750-99,0
53050575-CU,53000642-TN,1
53060830-OR,57012512-08,0
53003761-OR,57017897-05,1
47025146-PL,57004045-PL,0
57006704-32,53003742-TO,1
47077845-99,47012502-99,0
53061096-OR,53067683-16,1
53025775-99,43069088-08,0
53095770-01,53021098-OR,1
53025026-TM,57041178-OR,0
51053024-05,53005787-30,1
57066031-92,57026005-OR,0
53015738-02,57017900-08,1
57066021-99,51050933-15,0
53021098-OR,57095923-CU,1
53060969-99,53071096-OR,0
57075782-CG,57007897-02,1
57053809-08,47050017-07,0
57019028-30,57017900-84,1
57002521-99,53000674-99,0
53021099-OR,53033761-99,1
53040541-05,47015882-TM,0
57027691-TO,53003761-OR,1
57066726-PL,57094432-30,0
57057700-99,57017901-05,1
53093739-99,57054419-99,0
51033705-99,57075782-CG,1
57067883-99,57050336-OR,0
57005933-OR,53015772-99,1
53090586-87,53080809-OR,0
51065030-05,53000765-OR,1
53030636-07,57040167-TN,0
57006704-32,53003753-CU,1
57014427-56,57024017-99,0
57085919-99,57006707-99,1
57047742-PL,47067108-99,0
53021099-OR,57018255-02,1
57072508-31,57075804-11,0
57085919-99,57006707-99,1
57040358-01,57064430-83,0
53021099-OR,57018255-05,1
53060649-02,57050176-99,0
53095770-52,53080670-99,1
53080809-OR,57063803-02,0
57037880-OR,53097020-81,1
57023725-09,53083735-TO,0
53021099-OR,57065784-02,1
57010046-99,57086019-TN,0
53060568-99,57018256-99,1
57085134-99,57000377-OR,0
53021098-OR,57065904-30,1
57073801-90,43025787-OR,0
57019028-30,57018258-02,1
57012884-99,57050477-TM,0
57027690-TM,57085941-32,1
57099080-99,57039050-99,0
51065030-05,57015932-CU,1
57050006-99,53080809-OR,0
53065762-05,57017880-32,1
57093808-99,53030691-OR,0
57018261-08,53015742-09,1
47074002-99,47078255-01,0
53025026-99,53015772-99,1
57083802-50,53010873-56,0
57006706-99,57018266-99,1
51083738-94,57065799-94,0
53021098-OR,57075782-CG,1
53150706-85,53090742-99,0
53015772-99,57018267-56,1
57085971-99,57002513-99,0
57006017-OR,57096007-99,1
53053793-OR,57070746-43,0
57018271-99,57029120-99,1
57067747-PL,57032889-46,0
57096026-99,57076028-92,1
53033751-99,67040070-OR,0
57086003-OR,57066716-94,1
57062893-TO,57050184-01,0
57008283-09,57018274-32,1
53033751-99,57014045-PL,0
57018275-05,57068269-TS,1
53025023-TG,57085801-99,0
57089080-31,57078269-TS,1
57007693-15,53031097-OR,0
57095142-99,57066004-99,1
53013793-99,57084388-99,0
57013807-99,57024031-OR,1
57047741-08,57955903-05,0
57056013-92,47065143-99,1
51025720-07,53005769-99,0
57006017-OR,57007743-99,1
57050111-PL,57002513-99,0
57018277-99,57018279-99,1
57050230-01,57016303-37,0
57055147-99,57004436-99,1
57004422-65,53020686-TO,0
57048279-99,57018280-99,1
53055714-99,47039037-20,0
53095770-52,53080670-99,1
67000502-99,57050294-OR,0
57037879-OR,57027691-TO,1
53077019-05,53020927-05,0
53000578-TO,53075744-02,1
53093764-05,57050294-PL,0
57018631-99,57085941-32,1
51021048-02,57040105-06,0
53033767-90,53023772-99,1
57040274-OR,53080809-OR,0
57064001-TM,57065939-99,1
53040593-08,57040257-99,0
57014380-32,57018632-52,1
53020884-01,57025806-30,0
53087684-32,57005930-OR,1
57006306-05,53090511-CU,0
57005907-99,57018634-99,1
51935027-99,57022510-99,0
53033776-OR,53015772-99,1
53073729-99,57030536-CU,0
57017891-05,53041096-OR,1
51065030-05,57084394-46,0
57025904-15,57019028-30,1
53080809-OR,53060830-OR,0
57007587-99,57005937-OR,1
57043797-99,53020884-01,0
53055714-99,51095024-30,1
53090667-28,57040750-33,0
57087880-99,57019028-99,1
57094033-PL,57025976-99,0
57006707-99,57005937-OR,1
53050575-CU,57003804-TN,0
57009027-02,53025775-99,1
57056026-94,53060518-02,0
53077019-05,57019030-06,1
53083771-08,57010260-05,0
67040073-90,67020576-99,1
43027025-99,57054397-50,0
57019037-56,57039051-02,1
57040257-99,57032880-05,0
67050573-99,67040073-90,1
57019209-99,57005506-80,0
57019080-52,57039071-TO,1
57004046-OR,57001065-56,0
67050573-99,67040073-90,1
53030715-OR,57040598-99,0
57019089-02,57079075-TM,1
53093047-99,57094024-99,0
57039041-11,67050154-57,1
43047758-05,53025008-99,0
57022510-99,57082892-99,1
57072505-99,57007750-91,0
57019096-99,57057761-99,1
53080809-OR,53070602-01,0
57005815-05,57065149-02,1
57098634-36,53020885-05,0
57066008-92,57019100-05,1
53025778-99,57032881-84,0
57002513-99,57025804-99,1
43073737-OR,47012502-99,0
57094033-PL,57014406-BL,1
57005937-OR,57022510-99,0
57004053-PL,57004791-99,1
57002512-99,53090733-99,0
57022510-99,57066026-99,1
57067747-PL,53080828-OR,0
57041178-OR,57036004-OR,1
57010450-88,57050248-99,0
57072889-99,57019106-99,1
47085848-TM,57096026-99,0
57024031-OR,67000260-99,1
57003824-TM,53070602-TN,0
57089093-99,57019107-99,1
57010748-70,51015766-92,0
57094385-99,57010601-99,1
57050294-PL,57031177-05,0
57004431-99,57019108-85,1
57029404-85,57075967-99,0
57074388-99,57034026-99,1
57063255-99,57040382-52,0
57072889-99,67040288-99,1
53060830-OR,53045763-99,0
57047742-PL,57019111-99,1
57010601-99,53063037-OR,0
57041178-OR,57036004-OR,1
53080918-53,53030572-32,0
57072889-99,67040289-57,1
53050624-01,57009044-99,0
57082893-99,67000260-99,1
